ID,시도,시군구,읍면동,행정기관코드,총인구수,어린이,노인
1389,경기도,양주시,장흥면,4163034000,12027,935,4308
1390,경기도,양주시,양주2동,4163052000,49233,9175,9286
1391,경기도,양주시,회천2동,4163054000,45809,7768,7270
1392,경기도;경기도,양주시;양주시,양주1동;회천1동,4163051000;4163053000,13168,1453,3632
1393,경기도,양주시,옥정1동,4163057000,39925,8232,4657
1394,경기도,양주시,옥정2동,4163058000,57877,14835,4478
1395,경기도,포천시,소흘읍,4165025000,42856,6154,8735
1396,경기도,양주시,회천3동,4163055000,24929,4015,4422
1397,경기도;경기도;경기도,포천시;포천시;포천시,군내면;내촌면;가산면,4165031000;4165032000;4165033000,20829,1812,6107
1398,경기도;경기도;경기도;경기도,포천시;포천시;포천시;포천시,신북면;창수면;영중면;일동면,4165034000;4165035000;4165036000;4165037000,26543,2401,9254
1399,경기도;경기도,포천시;포천시,이동면;영북면,4165038000;4165039000,12951,1411,4357
1400,경기도;경기도,포천시;포천시,관인면;화현면,4165040000;4165041000,4856,339,2060
1401,경기도,포천시,포천동,4165051000,19276,2522,4290
1402,경기도,포천시,선단동,4165052000,13975,1368,3181
1403,경기도,여주시,가남읍,4167025000,14109,1582,3976
1404,경기도;경기도;경기도;경기도;경기도;경기도,여주시;여주시;여주시;여주시;여주시;여주시,점동면;흥천면;금사면;세종대왕면;대신면;북내면,4167031000;4167032000;4167033000;4167034500;4167035000;4167036000,29241,2163,12232
1405,경기도;경기도,여주시;여주시,강천면;산북면,4167037000;4167038000,6740,528,2642
1406,경기도,여주시,여흥동,4167051000,20634,2520,4882
1407,경기도,여주시,중앙동,4167052000,25390,4611,4243
1408,경기도,여주시,오학동,4167053000,18222,3241,3076
1409,경기도;경기도,연천군;연천군,연천읍;전곡읍,4180025000;4180025300,25840,3693,6859
1410,경기도;경기도;경기도;경기도;경기도;경기도;경기도;경기도,연천군;연천군;연천군;연천군;연천군;연천군;연천군;연천군,군남면;청산면;백학면;미산면;왕징면;신서면;중면;장남면,4180031000;4180032000;4180033000;4180034000;4180035000;4180036000;4180037000;4180038000,15160,883,6740
1411,경기도,가평군,가평읍,4182025000,21248,2839,5792
1412,경기도;경기도;경기도,가평군;가평군;가평군,설악면;청평면;상면,4182031000;4182032500;4182033000,28329,2559,10116
1413,경기도,양평군,양평읍,4183025000,37782,6133,8354
1414,경기도;경기도,가평군;가평군,조종면;북면,4182034500;4182035000,12657,1343,4258
1415,경기도;경기도;경기도,양평군;양평군;양평군,강상면;강하면;양서면,4183031000;4183032000;4183033000,28806,3375,9574
1416,경기도;경기도;경기도;경기도;경기도,양평군;양평군;양평군;양평군;양평군,옥천면;서종면;단월면;청운면;양동면,4183034000;4183035000;4183036000;4183037000;4183038000,29960,2979,11296
1417,경기도,양평군,지평면,4183039500,6623,470,2929
1418,경기도;경기도,양평군;양평군,용문면;개군면,4183040000;4183041000,23447,2877,7832
1419,충청북도;충청북도;충청북도;충청북도;충청북도,청주시 상당구;청주시 상당구;청주시 상당구;청주시 상당구;청주시 상당구,낭성면;미원면;가덕면;남일면;문의면,4311131000;4311132000;4311133000;4311134000;4311135000,20315,1299,8601
1420,충청북도;충청북도,청주시 상당구;청주시 상당구,중앙동;성안동,4311152500;4311154500,12674,1256,3657
1421,충청북도;충청북도,청주시 상당구;청주시 상당구,탑대성동;영운동,4311162000;4311167000,21121,2519,5626
1422,충청북도,청주시 상당구,금천동,4311168000,29018,5020,5452
1423,충청북도,청주시 상당구,용암1동,4311172000,57454,11242,7563
1424,충청북도,청주시 상당구,용암2동,4311173000,44350,9407,5041
1425,충청북도,청주시 상당구,용담명암산성동,4311169000,12564,2916,1817
1426,충청북도;충청북도,청주시 서원구;청주시 서원구,남이면;현도면,4311231000;4311232000,12672,1098,4184
1427,충청북도;충청북도;충청북도,청주시 서원구;청주시 서원구;청주시 서원구,사직1동;사직2동;사창동,4311251000;4311252000;4311253000,29618,3841,6411
1428,충청북도,청주시 서원구,모충동,4311254000,16664,1991,3816
1429,충청북도,청주시 서원구,산남동,4311255000,25045,4957,3130
1430,충청북도,청주시 서원구,분평동,4311256000,28025,4818,4464
1431,충청북도,청주시 서원구,성화개신죽림동,4311259000,41784,6649,6948
1432,충청북도,청주시 흥덕구,오송읍,4311325000,43499,7735,4618
1433,충청북도;충청북도,청주시 서원구;청주시 서원구,수곡1동;수곡2동,4311257000;4311258000,27356,2986,7459
1434,충청북도;충청북도,청주시 흥덕구;청주시 흥덕구,강내면;옥산면,4311331000;4311332000,27638,4589,5409
1435,충청북도,청주시 흥덕구,복대1동,4311374100,50998,11278,4594
1436,충청북도,청주시 흥덕구,가경동,4311374700,53240,10072,7511
1437,충청북도;충청북도,청주시 흥덕구;청주시 흥덕구,운천신봉동;복대2동,4311370000;4311374200,28913,2831,6645
1438,충청북도,청주시 흥덕구,봉명1동,4311375100,12909,1575,1921
1439,충청북도,청주시 흥덕구,강서1동,4311376000,30602,4746,4402
1440,충청북도,청주시 흥덕구,봉명2송정동,4311375600,23213,3100,3262
1441,충청북도,청주시 흥덕구,강서2동,4311377000,16332,4368,1174
1442,충청북도,청주시 청원구,오창읍,4311425300,68563,15809,6639
1443,충청북도,청주시 청원구,내수읍,4311425000,18975,2533,4364
1444,충청북도,청주시 청원구,북이면,4311431000,4113,178,1923
1445,충청북도;충청북도,청주시 청원구;청주시 청원구,우암동;내덕1동,4311451000;4311452000,19828,1800,5765
1446,충청북도,청주시 청원구,율량사천동,4311454000,46994,7746,7208
1447,충청북도,청주시 청원구,내덕2동,4311453000,12800,1630,2815
1448,충청북도,청주시 청원구,오근장동,4311455000,17649,4193,2485
1449,충청북도,충주시,주덕읍,4313025000,7825,702,2143
1450,충청북도;충청북도;충청북도;충청북도;충청북도;충청북도,충주시;충주시;충주시;충주시;충주시;충주시,살미면;수안보면;대소원면;신니면;노은면;앙성면,4313031000;4313032500;4313033500;4313035000;4313036000;4313037000,23120,1596,8677
1451,충청북도;충청북도,충주시;충주시,중앙탑면;금가면,4313038500;4313039000,18376,3907,2740
1452,충청북도;충청북도;충청북도;충청북도,충주시;충주시;충주시;충주시,동량면;산척면;엄정면;소태면,4313040000;4313041000;4313042000;4313043000,10328,548,5122
1453,충청북도;충청북도,충주시;충주시,성내.충인동;교현.안림동,4313051500;4313053500,24331,3529,6056
1454,충청북도;충청북도;충청북도,충주시;충주시;충주시,교현2동;용산동;지현동,4313054000;4313055000;4313056000,24821,3681,6129
1455,충청북도,충주시,문화동,4313057100,8666,751,3045
1456,충청북도,충주시,호암.직동,4313058000,22106,4814,2617
1457,충청북도,충주시,연수동,4313063000,34647,4963,7149
1458,충청북도;충청북도;충청북도,충주시;충주시;충주시,달천동;봉방동;칠금.금릉동,4313060500;4313061000;4313062500,26741,3348,6349
1459,충청북도,충주시,목행.용탄동,4313064000,6161,953,1184
1460,충청북도,제천시,봉양읍,4315025000,6513,447,2794
1461,충청북도;충청북도;충청북도;충청북도;충청북도;충청북도;충청북도,제천시;제천시;제천시;제천시;제천시;제천시;제천시,금성면;청풍면;수산면;덕산면;한수면;백운면;송학면,4315031000;4315032000;4315033000;4315034000;4315035000;4315036000;4315038000,15638,916,7491
1462,충청북도;충청북도,제천시;제천시,교동;의림지동,4315051000;4315051800,28656,5072,5388
1463,충청북도;충청북도;충청북도,제천시;제천시;제천시,중앙동;남현동;영서동,4315052800;4315053700;4315054700,19566,2382,6158
1464,충청북도;충청북도,제천시;제천시,용두동;신백동,4315056000;4315057700,29274,4543,6065
1465,충청북도,제천시,청전동,4315059000,14535,1384,4767
1466,충청북도,제천시,화산동,4315060500,14520,2615,3219
1467,충청북도,보은군,보은읍,4372025000,14076,1897,4413
1468,충청북도;충청북도;충청북도;충청북도;충청북도;충청북도;충청북도;충청북도;충청북도,보은군;보은군;보은군;보은군;보은군;보은군;보은군;보은군;보은군,속리산면;장안면;마로면;탄부면;삼승면;수한면;회남면;회인면;내북면,4372031500;4372032500;4372033000;4372034000;4372035000;4372036000;4372037000;4372038500;4372039000,14606,809,7385
1469,충청북도,보은군,산외면,4372040000,1674,78,829
1470,충청북도,옥천군,옥천읍,4373025000,28245,4283,7259
1471,충청북도;충청북도;충청북도;충청북도;충청북도;충청북도;충청북도;충청북도,옥천군;옥천군;옥천군;옥천군;옥천군;옥천군;옥천군;옥천군,동이면;안남면;안내면;청성면;청산면;이원면;군서면;군북면,4373031000;4373032000;4373033000;4373034000;4373035000;4373036000;4373037000;4373038000,19973,937,10167
1472,충청북도,영동군,영동읍,4374025000,19045,2774,5116
1473,충청북도;충청북도;충청북도;충청북도;충청북도;충청북도;충청북도;충청북도;충청북도,영동군;영동군;영동군;영동군;영동군;영동군;영동군;영동군;영동군,용산면;황간면;추풍령면;매곡면;상촌면;양강면;용화면;학산면;양산면,4374031000;4374032000;4374033500;4374034000;4374035000;4374036000;4374037000;4374038000;4374039000,21260,1275,10156
1474,충청북도,증평군,증평읍,4374525000,35409,5677,7334
1475,충청북도,영동군,심천면,4374040000,2912,115,1525
1476,충청북도,증평군,도안면,4374531000,1666,89,797
1477,충청북도,진천군,덕산읍,4375025300,31358,7850,2927
1478,충청북도,진천군,진천읍,4375025000,29341,4308,6103
1479,충청북도;충청북도;충청북도;충청북도;충청북도,진천군;진천군;진천군;진천군;진천군,초평면;문백면;백곡면;이월면;광혜원면,4375032000;4375033000;4375034000;4375035000;4375037000,25421,2473,7969
1480,충청북도,괴산군,괴산읍,4376025000,9160,1237,2522
1481,충청북도;충청북도;충청북도;충청북도;충청북도;충청북도;충청북도;충청북도,괴산군;괴산군;괴산군;괴산군;괴산군;괴산군;괴산군;괴산군,감물면;장연면;연풍면;칠성면;문광면;청천면;청안면;사리면,4376031000;4376032000;4376033000;4376034000;4376035000;4376036000;4376037000;4376039000,22075,1255,10326
1482,충청북도;충청북도,괴산군;괴산군,소수면;불정면,4376040000;4376041000,4775,265,2338
1483,충청북도,음성군,음성읍,4377025000,16019,1782,4936
1484,충청북도,음성군,금왕읍,4377025300,18852,2493,4331
1485,충청북도;충청북도;충청북도,음성군;음성군;음성군,소이면;원남면;맹동면,4377031000;4377032000;4377033000,18744,2678,5058
1486,충청북도;충청북도;충청북도,음성군;음성군;음성군,대소면;삼성면;생극면,4377034000;4377035000;4377036000,28343,3282,6974
1487,충청북도,음성군,감곡면,4377037000,9671,1004,3034
1488,충청북도;충청북도,단양군;단양군,단양읍;매포읍,4380025000;4380025300,14897,1814,4601
1489,충청북도;충청북도;충청북도;충청북도;충청북도;충청북도,단양군;단양군;단양군;단양군;단양군;단양군,대강면;가곡면;영춘면;어상천면;적성면;단성면,4380031000;4380032000;4380033000;4380034000;4380035000;4380036000,12240,608,6023
1490,충청남도,천안시 동남구,목천읍,4413125000,22338,2955,4847
1491,충청남도;충청남도;충청남도;충청남도;충청남도;충청남도,천안시 동남구;천안시 동남구;천안시 동남구;천안시 동남구;천안시 동남구;천안시 동남구,풍세면;광덕면;북면;성남면;수신면;병천면,4413131000;4413132000;4413133000;4413134000;4413135000;4413136000,29331,2422,9436
1492,충청남도,천안시 동남구,동면,4413137000,1927,51,963
1493,충청남도;충청남도;충청남도;충청남도,천안시 동남구;천안시 동남구;천안시 동남구;천안시 동남구,중앙동;문성동;원성1동;원성2동,4413151000;4413152000;4413153000;4413154000,29083,3120,7688
1494,충청남도,천안시 동남구,봉명동,4413155000,16333,1985,3127
1495,충청남도,천안시 동남구,신방동,4413157000,42706,8169,4767
1496,충청남도,천안시 동남구,청룡동,4413158000,57826,12012,7366
1497,충청남도,천안시 동남구,신안동,4413159000,37421,5155,5816
1498,충청남도,천안시 동남구,일봉동,4413156000,23559,4448,3681
1499,충청남도,천안시 서북구,성환읍,4413325000,22000,2380,6461
1500,충청남도,천안시 서북구,성거읍,4413325300,21656,3276,3790
1501,충청남도,천안시 서북구,직산읍,4413325600,19330,2488,3535
1502,충청남도,천안시 서북구,입장면,4413331000,7663,534,2586
1503,충청남도,천안시 서북구,성정1동,4413351000,16560,1586,3392
1504,충청남도,천안시 서북구,성정2동,4413352000,24773,1521,3122
1505,충청남도,천안시 서북구,쌍용2동,4413354000,34414,5873,4284
1506,충청남도,천안시 서북구,백석동,4413356000,40571,10021,3312
1507,충청남도,천안시 서북구,불당1동,4413356600,31373,6993,1956
1508,충청남도,천안시 서북구,불당2동,4413356700,37101,10939,1304
1509,충청남도,천안시 서북구,부성1동,4413358000,51647,7811,4317
1510,충청남도,천안시 서북구,부성2동,4413359000,63482,15627,3260
1511,충청남도;충청남도,천안시 서북구;천안시 서북구,쌍용1동;쌍용3동,4413353000;4413355000,29794,4175,5546
1512,충청남도,공주시,유구읍,4415025000,6802,476,3143
1513,충청남도;충청남도;충청남도;충청남도;충청남도;충청남도;충청남도,공주시;공주시;공주시;공주시;공주시;공주시;공주시,이인면;탄천면;계룡면;반포면;의당면;정안면;우성면,4415031000;4415032000;4415033000;4415034000;4415036000;4415037000;4415038000,28341,1931,12621
1514,충청남도,공주시,사곡면,4415039000,2713,185,1323
1515,충청남도,공주시,신풍면,4415040000,3018,143,1474
1516,충청남도;충청남도;충청남도;충청남도,공주시;공주시;공주시;공주시,중학동;웅진동;금학동;옥룡동,4415051000;4415054000;4415055000;4415056000,23879,2727,7341
1517,충청남도,공주시,신관동,4415057000,19482,2922,3609
1518,충청남도,공주시,월송동,4415059000,16653,3463,2573
1519,충청남도,보령시,웅천읍,4418025000,5580,283,2711
1520,충청남도;충청남도;충청남도;충청남도;충청남도;충청남도;충청남도;충청남도;충청남도;충청남도,보령시;보령시;보령시;보령시;보령시;보령시;보령시;보령시;보령시;보령시,주포면;오천면;오천면어항출장소;원산출장소;천북면;청소면;청라면;남포면;주산면;미산면,4418031000;4418032000;4418032500;4418032900;4418033000;4418034000;4418035000;4418036000;4418038000;4418039000,23407,1303,11553
1521,충청남도;충청남도,보령시;보령시,성주면;주교면,4418040000;4418041000,6715,495,2741
1522,충청남도;충청남도,보령시;보령시,대천1동;대천2동,4418051500;4418052500,18723,2616,4833
1523,충청남도,보령시,대천3동,4418053500,15370,2972,2590
1524,충청남도;충청남도,보령시;보령시,대천4동;대천5동,4418054500;4418056500,23270,3721,5393
1525,충청남도,아산시,배방읍,4420025300,92786,19723,9023
1526,충청남도,아산시,염치읍,4420025000,5764,514,2002
1527,충청남도,아산시,탕정면,4420033000,46186,13807,2107
1528,충청남도;충청남도,아산시;아산시,송악면;음봉면,4420031000;4420035000,26966,4849,4745
1529,충청남도;충청남도,아산시;아산시,둔포면;영인면,4420036000;4420037000,28824,4537,5869
1530,충청남도;충청남도,아산시;아산시,인주면;선장면,4420038000;4420039000,8385,510,3418
1531,충청남도;충청남도,아산시;아산시,도고면;신창면,4420040000;4420041000,26708,3572,6345
1532,충청남도,아산시,온양3동,4420059000,38800,8256,5353
1533,충청남도;충청남도,아산시;아산시,온양1동;온양2동,4420057000;4420058000,19459,2259,4432
1534,충청남도,아산시,온양4동,4420060000,15790,2427,3260
1535,충청남도,아산시,온양5동,4420061000,20905,3800,3104
1536,충청남도,아산시,온양6동,4420062000,26118,5056,4337
1537,충청남도,서산시,대산읍,4421025000,12394,1194,2964
1538,충청남도;충청남도;충청남도;충청남도,서산시;서산시;서산시;서산시,인지면;부석면;팔봉면;지곡면,4421031000;4421032000;4421033000;4421034000,22944,2317,8913
1539,충청남도;충청남도,서산시;서산시,성연면;음암면,4421036000;4421037000,25876,5151,4599
1540,충청남도;충청남도,서산시;서산시,운산면;해미면,4421038000;4421039000,11880,844,5175
1541,충청남도,서산시,고북면,4421040000,5638,546,2178
1542,충청남도,서산시,부춘동,4421051000,17585,2691,3152
1543,충청남도;충청남도,서산시;서산시,동문1동;동문2동,4421052500;4421053500,25385,4101,5406
1544,충청남도,서산시,석남동,4421055000,34404,7690,4104
1545,충청남도,서산시,수석동,4421054000,17416,3461,2863
1546,충청남도;충청남도,논산시;논산시,강경읍;연무읍,4423025000;4423025300,19599,2242,7180
1547,충청남도;충청남도;충청남도;충청남도;충청남도;충청남도;충청남도,논산시;논산시;논산시;논산시;논산시;논산시;논산시,성동면;광석면;노성면;상월면;부적면;연산면;벌곡면,4423031000;4423032000;4423033000;4423034000;4423035000;4423036000;4423038000,24678,1518,11623
1548,충청남도,논산시,양촌면,4423039000,5786,633,2249
1549,충청남도,논산시,취암동,4423051000,33603,6035,6028
1550,충청남도;충청남도;충청남도,논산시;논산시;논산시,가야곡면;은진면;채운면,4423040000;4423041000;4423042000,8901,538,4150
1551,충청남도,논산시,부창동,4423052000,15254,2424,3650
1552,충청남도,계룡시,두마면,4425031000,14016,2858,1866
1553,충청남도;충청남도,계룡시;계룡시,엄사면;신도안면,4425031500;4425033000,24098,5305,3689
1554,충청남도,계룡시,금암동,4425051000,7989,1348,1589
1555,충청남도,당진시,합덕읍,4427025000,7770,592,3301
1556,충청남도,당진시,송악읍,4427025300,29168,5446,5215
1557,충청남도;충청남도;충청남도;충청남도;충청남도;충청남도,당진시;당진시;당진시;당진시;당진시;당진시,고대면;석문면;대호지면;정미면;면천면;순성면,4427031000;4427032000;4427033000;4427034000;4427035000;4427036000,27560,1622,11657
1558,충청남도;충청남도,당진시;당진시,우강면;신평면,4427037000;4427038000,19431,2954,5696
1559,충청남도,당진시,당진1동,4427051000,40180,9163,3784
1560,충청남도,당진시,송산면,4427039000,11088,1396,2437
1561,충청남도,당진시,당진2동,4427052000,21375,4459,3263
1562,충청남도,당진시,당진3동,4427053000,15538,3196,2126
1563,충청남도,금산군,금산읍,4471025000,22389,3494,6085
1564,충청남도;충청남도;충청남도;충청남도;충청남도;충청남도;충청남도;충청남도;충청남도,금산군;금산군;금산군;금산군;금산군;금산군;금산군;금산군;금산군,금성면;제원면;부리면;군북면;남일면;남이면;진산면;복수면;추부면,4471031000;4471032000;4471033000;4471034000;4471035000;4471036000;4471037000;4471038000;4471039000,26987,2224,12122
1565,충청남도,부여군,부여읍,4476025000,17854,2120,5830
1566,충청남도;충청남도;충청남도;충청남도;충청남도;충청남도;충청남도;충청남도;충청남도,부여군;부여군;부여군;부여군;부여군;부여군;부여군;부여군;부여군,규암면;은산면;외산면;내산면;구룡면;홍산면;옥산면;남면;충화면,4476031000;4476032000;4476033000;4476034000;4476035000;4476036000;4476037000;4476038000;4476039000,27364,2707,11623
1567,충청남도;충청남도;충청남도;충청남도;충청남도;충청남도,부여군;부여군;부여군;부여군;부여군;부여군,양화면;임천면;장암면;세도면;석성면;초촌면,4476040000;4476041000;4476042000;4476043000;4476044000;4476045000,13997,895,7269
1568,충청남도;충청남도,서천군;서천군,장항읍;서천읍,4477025000;4477025300,23274,3100,7415
1569,충청남도;충청남도;충청남도;충청남도;충청남도;충청남도;충청남도;충청남도;충청남도,서천군;서천군;서천군;서천군;서천군;서천군;서천군;서천군;서천군,마서면;화양면;기산면;한산면;마산면;시초면;문산면;판교면;종천면,4477031000;4477032000;4477033000;4477034000;4477035000;4477036000;4477037000;4477038000;4477039000,17845,876,9919
1570,충청남도;충청남도,서천군;서천군,비인면;서면,4477040000;4477041000,6787,440,3113
1571,충청남도,청양군,청양읍,4479025000,10071,1527,2814
1572,충청남도,홍성군,홍성읍,4480025000,34627,5011,8486
1573,충청남도;충청남도;충청남도;충청남도;충청남도;충청남도;충청남도;충청남도;충청남도,청양군;청양군;청양군;청양군;청양군;청양군;청양군;청양군;청양군,운곡면;대치면;정산면;목면;청남면;장평면;남양면;화성면;비봉면,4479031000;4479032000;4479033000;4479034000;4479035000;4479036000;4479037000;4479038000;4479039000,19444,1282,9350
1574,충청남도,홍성군,홍북읍,4480025600,35275,8623,3796
1575,충청남도,홍성군,광천읍,4480025300,7375,606,3572
1576,충청남도;충청남도;충청남도;충청남도;충청남도;충청남도;충청남도;충청남도,홍성군;홍성군;홍성군;홍성군;홍성군;홍성군;홍성군;홍성군,금마면;홍동면;장곡면;은하면;결성면;서부면;갈산면;구항면,4480032000;4480033000;4480034000;4480035000;4480036000;4480037000;4480038000;4480039000,22601,1254,11644
1577,충청남도,예산군,예산읍,4481025000,29709,3907,8943
1578,충청남도,예산군,삽교읍,4481025300,17782,3158,3651
1579,충청남도;충청남도;충청남도;충청남도;충청남도;충청남도;충청남도;충청남도;충청남도,예산군;예산군;예산군;예산군;예산군;예산군;예산군;예산군;예산군,대술면;신양면;광시면;대흥면;응봉면;덕산면;봉산면;고덕면;신암면,4481031000;4481032000;4481033000;4481034000;4481035000;4481036000;4481037000;4481038000;4481039000,27540,1522,13502
1580,충청남도,예산군,오가면,4481040000,3765,192,1845
1581,충청남도,태안군,태안읍,4482525000,28729,4149,7864
1582,충청남도,태안군,안면읍,4482525300,7833,612,3421
1583,충청남도;충청남도;충청남도;충청남도;충청남도;충청남도,태안군;태안군;태안군;태안군;태안군;태안군,고남면;남면;근흥면;소원면;원북면;이원면,4482531000;4482532000;4482533000;4482534000;4482535000;4482536000,23292,1132,11476
1584,전라남도;전라남도;전라남도;전라남도,목포시;목포시;목포시;목포시,용당1동;용당2동;연동;산정동,4611051000;4611052000;4611053500;4611054500,26354,2964,8748
1585,전라남도;전라남도;전라남도,목포시;목포시;목포시,연산동;원산동;대성동,4611055400;4611055800;4611056500,26090,4936,4767
1586,전라남도,목포시,목원동,4611059500,6105,402,2541
1587,전라남도;전라남도;전라남도;전라남도;전라남도,목포시;목포시;목포시;목포시;목포시,동명동;삼학동;만호동;유달동;죽교동,4611064000;4611064500;4611065500;4611066000;4611069500,18668,1749,6946
1588,전라남도;전라남도,목포시;목포시,북항동;용해동,4611070500;4611074500,23961,4280,4829
1589,전라남도,목포시,이로동,4611075000,9983,1937,2170
1590,전라남도,목포시,상동,4611075600,21662,3655,4260
1591,전라남도,목포시,하당동,4611075700,14281,2222,1937
1592,전라남도;전라남도,목포시;목포시,신흥동;삼향동,4611075800;4611078000,20265,3193,3731
1593,전라남도,목포시,옥암동,4611079000,10543,2103,1518
1594,전라남도;전라남도,목포시;목포시,부흥동;부주동,4611080000;4611081000,29796,6202,3486
1595,전라남도;전라남도;전라남도,여수시;여수시;여수시,돌산읍;돌산읍우두출장소;돌산읍죽포출장소,4613025000;4613025100;4613025200,12073,1050,4875
1596,전라남도;전라남도,여수시;여수시,소라면;율촌면,4613031000;4613032000,27416,4449,6497
1597,전라남도;전라남도;전라남도;전라남도;전라남도,여수시;여수시;여수시;여수시;여수시,화양면;남면;화정면;화정면개도출장소;삼산면,4613033000;4613034000;4613035000;4613035600;4613036000,12621,634,6114
1598,전라남도;전라남도;전라남도,여수시;여수시;여수시,동문동;한려동;중앙동,4613051500;4613053500;4613057000,10240,831,4153
1599,전라남도;전라남도;전라남도;전라남도;전라남도,여수시;여수시;여수시;여수시;여수시,충무동;광림동;서강동;대교동;국동,4613060000;4613062500;4613063500;4613065500;4613067000,27402,2422,10349
1600,전라남도,여수시,월호동,4613068500,7128,1008,2093
1601,전라남도,여수시,여서동,4613070000,15737,1968,4175
1602,전라남도;전라남도,여수시;여수시,문수동;미평동,4613071000;4613073000,29816,4432,6590
1603,전라남도,여수시,쌍봉동,4613078000,31142,5373,4556
1604,전라남도,여수시,시전동,4613079000,43402,9921,4642
1605,전라남도;전라남도,여수시;여수시,둔덕동;만덕동,4613074000;4613076500,19587,3201,4278
1606,전라남도;전라남도;전라남도;전라남도,여수시;여수시;여수시;여수시,여천동;주삼동;삼일동;묘도동,4613080000;4613081000;4613082000;4613083000,29753,3944,6305
1607,전라남도,순천시,승주읍,4615025000,2361,94,1200
1608,전라남도,순천시,해룡면신대출장소,4615031600,32454,10087,1468
1609,전라남도;전라남도,순천시;순천시,해룡면;해룡면상삼출장소,4615031000;4615031500,22024,3376,3557
1610,전라남도;전라남도;전라남도;전라남도;전라남도;전라남도;전라남도,순천시;순천시;순천시;순천시;순천시;순천시;순천시,서면;황전면;월등면;주암면;송광면;외서면;낙안면,4615032000;4615033000;4615034000;4615035000;4615036000;4615037000;4615038000,27206,2925,10047
1611,전라남도,순천시,별량면,4615039000,5098,280,2477
1612,전라남도,순천시,상사면,4615040000,2785,150,1197
1613,전라남도;전라남도,순천시;순천시,향동;매곡동,4615051500;4615054000,9433,1148,2933
1614,전라남도,순천시,삼산동,4615055000,28779,4968,5063
1615,전라남도,순천시,덕연동,4615057000,39354,6303,6767
1616,전라남도;전라남도;전라남도,순천시;순천시;순천시,조곡동;풍덕동;남제동,4615056000;4615058000;4615059000,21475,2413,6563
1617,전라남도,순천시,왕조1동,4615066100,44224,8461,5303
1618,전라남도;전라남도;전라남도;전라남도,순천시;순천시;순천시;순천시,저전동;장천동;중앙동;도사동,4615060000;4615061000;4615062000;4615063500,23696,3629,5844
1619,전라남도,순천시,왕조2동,4615066500,16766,2971,1828
1620,전라남도,나주시,남평읍,4617025000,11623,1752,3168
1621,전라남도;전라남도;전라남도;전라남도;전라남도;전라남도;전라남도;전라남도;전라남도,나주시;나주시;나주시;나주시;나주시;나주시;나주시;나주시;나주시,세지면;왕곡면;반남면;공산면;동강면;다시면;문평면;노안면;금천면,4617031000;4617032000;4617033000;4617034000;4617035000;4617036000;4617037000;4617038000;4617039000,26484,1771,11702
1622,전라남도;전라남도;전라남도,나주시;나주시;나주시,산포면;다도면;봉황면,4617040000;4617042000;4617043000,8699,412,4137
1623,전라남도;전라남도;전라남도;전라남도;전라남도,나주시;나주시;나주시;나주시;나주시,송월동;영강동;금남동;성북동;영산동,4617051000;4617052000;4617054000;4617055000;4617058000,27832,3942,6860
1624,전라남도,나주시,빛가람동,4617062000,39302,10864,2442
1625,전라남도,광양시,광양읍,4623025000,48272,8089,9100
1626,전라남도,나주시,이창동,4617060000,3135,247,1134
1627,전라남도;전라남도;전라남도;전라남도;전라남도;전라남도,광양시;광양시;광양시;광양시;광양시;광양시,봉강면;옥룡면;옥곡면;진상면;진월면;다압면,4623031000;4623032000;4623033000;4623034000;4623035000;4623036000,16062,999,6713
1628,전라남도,광양시,중마동,4623053000,56844,11374,4709
1629,전라남도;전라남도,광양시;광양시,골약동;광영동,4623051500;4623054000,22556,4752,2758
1630,전라남도;전라남도,광양시;광양시,금호동;태인동,4623055000;4623057000,11234,1653,2329
1631,전라남도,담양군,담양읍,4671025000,14901,2235,4116
1632,전라남도;전라남도;전라남도;전라남도;전라남도;전라남도;전라남도;전라남도;전라남도,담양군;담양군;담양군;담양군;담양군;담양군;담양군;담양군;담양군,봉산면;고서면;가사문학면;창평면;대덕면;무정면;금성면;용면;월산면,4671031000;4671032000;4671033500;4671034000;4671035000;4671036000;4671037000;4671038000;4671039000,20747,1394,8875
1633,전라남도;전라남도,담양군;담양군,수북면;대전면,4671040000;4671041000,8810,967,3074
1634,전라남도,곡성군,곡성읍,4672025000,7630,983,2468
1635,전라남도;전라남도;전라남도;전라남도;전라남도;전라남도;전라남도;전라남도;전라남도,곡성군;곡성군;곡성군;곡성군;곡성군;곡성군;곡성군;곡성군;곡성군,오곡면;삼기면;석곡면;목사동면;죽곡면;고달면;옥과면;입면;겸면,4672031000;4672032000;4672033000;4672034000;4672035000;4672036000;4672037000;4672038000;4672039000,17500,1244,7720
1636,전라남도,곡성군,오산면,4672040000,1451,99,657
1637,전라남도,구례군,구례읍,4673025000,10331,1396,3233
1638,전라남도;전라남도;전라남도;전라남도;전라남도;전라남도;전라남도,구례군;구례군;구례군;구례군;구례군;구례군;구례군,문척면;간전면;토지면;마산면;광의면;용방면;산동면,4673031000;4673032000;4673033000;4673034000;4673035000;4673036000;4673037000,13643,932,6347
1639,전라남도;전라남도;전라남도;전라남도,고흥군;고흥군;고흥군;고흥군,고흥읍;도양읍;도양읍소록출장소;도양읍시산출장소,4677025000;4677025300;4677025400;4677025500,22407,3221,7146
