ID,시도,시군구,읍면동,행정기관코드,총인구수,어린이,노인,겹침 비율
1779,경상북도;경상북도;경상북도;경상북도;경상북도,영양군;영양군;영양군;영양군;영양군,입암면;청기면;일월면;수비면;석보면,4776031000,8584,475,4340,0.006681264
1782,경상북도;경상북도;경상북도;경상북도,청도군;청도군;청도군;청도군,화양읍;화양읍남성현출장소;청도읍;청도읍유호출장소,4782025000,19088,1986,7229,0.165705982
1783,경상북도;경상북도;경상북도;경상북도;경상북도;경상북도;경상북도,청도군;청도군;청도군;청도군;청도군;청도군;청도군,각남면;풍각면;각북면;이서면;운문면;금천면;매전면,4782031000,21349,1122,10886,0.012117581
1785,경상북도;경상북도;경상북도;경상북도;경상북도;경상북도;경상북도,고령군;고령군;고령군;고령군;고령군;고령군;고령군,덕곡면;운수면;성산면;다산면;개진면;우곡면;쌍림면,4783031000,20563,1516,8566,0.044851049
1788,경상북도;경상북도;경상북도;경상북도;경상북도;경상북도;경상북도;경상북도;경상북도,성주군;성주군;성주군;성주군;성주군;성주군;성주군;성주군;성주군,선남면;용암면;수륜면;가천면;금수강산면;대가면;벽진면;초전면;월항면,4784031000,28044,1475,12788,0.00641262
1789,경상북도,칠곡군,북삼읍,4785025300,22897,3750,3329,0.010314217
1790,경상북도,칠곡군,석적읍,4785025600,29800,6544,2410,0.067292745
1791,경상북도;경상북도;경상북도;경상북도;경상북도,칠곡군;칠곡군;칠곡군;칠곡군;칠곡군,지천면;동명면;가산면;약목면;기산면,4785031000,23413,1337,9448,0.016971236
1792,경상북도,예천군,예천읍,4790025000,13623,1589,4944,0
1793,경상북도,예천군,호명읍,4790025300,20850,5774,2308,0.295184586
1794,경상북도;경상북도;경상북도;경상북도;경상북도;경상북도,예천군;예천군;예천군;예천군;예천군;예천군,용문면;감천면;보문면;유천면;용궁면;개포면,4790031000,12117,642,6758,0
1795,경상북도;경상북도;경상북도;경상북도,예천군;예천군;예천군;예천군,지보면;풍양면;효자면;은풍면,4790042000,7711,332,4376,0.188265948
1797,경상북도;경상북도;경상북도;경상북도;경상북도;경상북도;경상북도;경상북도;경상북도,봉화군;봉화군;봉화군;봉화군;봉화군;봉화군;봉화군;봉화군;봉화군,물야면;봉성면;법전면;춘양면;소천면;재산면;명호면;상운면;석포면,4792031000,19572,1226,9566,0.025621462
1798,경상북도;경상북도,울진군;울진군,울진읍;평해읍,4793025000,16154,2454,4226,0.155543567
1799,경상북도;경상북도;경상북도;경상북도;경상북도;경상북도;경상북도;경상북도,울진군;울진군;울진군;울진군;울진군;울진군;울진군;울진군,북면;북면하당출장소;근남면;기성면;온정면;죽변면;후포면;금강송면,4793031000,27996,2789,9873,0.061979854
1800,경상북도,울진군,매화면,4793040000,1895,98,1003,0
1818,경상남도;경상남도;경상남도;경상남도,창원시 마산합포구;창원시 마산합포구;창원시 마산합포구;창원시 마산합포구,구산면;진동면;진북면;진전면,4812531000,22112,2237,8426,0.188600893
1839,경상남도,진주시,문산읍,4817025000,7519,1035,2313,0.038572952
1840,경상남도;경상남도;경상남도;경상남도;경상남도;경상남도;경상남도;경상남도,진주시;진주시;진주시;진주시;진주시;진주시;진주시;진주시,내동면;정촌면;금곡면;진성면;일반성면;이반성면;사봉면;지수면,4817031000,22805,2700,7624,0.075488683
1841,경상남도;경상남도;경상남도;경상남도,진주시;진주시;진주시;진주시,대곡면;금산면;집현면;미천면,4817040000,28361,4506,7415,0.030674441
1842,경상남도;경상남도;경상남도,진주시;진주시;진주시,명석면;대평면;수곡면,4817044000,6783,388,3090,0.000219691
1854,경상남도,진주시,판문동,4817073000,19960,4506,3034,0.056783668
1856,경상남도,통영시,광도면,4822034000,30611,6880,4143,0.044306857
1857,경상남도;경상남도;경상남도;경상남도;경상남도,통영시;통영시;통영시;통영시;통영시,용남면;도산면;욕지면;한산면;사량면,4822031000,19349,2416,6347,0.28367692
1862,경상남도,사천시,정동면,4824031000,13536,2683,2109,0.214871152
1863,경상남도;경상남도;경상남도;경상남도,사천시;사천시;사천시;사천시,사남면;용현면;축동면;곤양면,4824032000,29492,5348,6686,0.148406016
1864,경상남도;경상남도,사천시;사천시,곤명면;서포면,4824036000,5936,276,2912,0.000267643
1876,경상남도,김해시,칠산서부동,4825056500,8745,895,2269,0.260850713
1879,경상남도,김해시,장유3동,4825063000,72888,19824,6217,0.280599775
1888,경상남도;경상남도;경상남도;경상남도;경상남도;경상남도;경상남도,거제시;거제시;거제시;거제시;거제시;거제시;거제시,사등면;사등면가조출장소;연초면;하청면;하청면칠천출장소;장목면;장목면외포출장소,4831036000,28266,3453,8344,0.067806684
1889,경상남도;경상남도,거제시;거제시,장승포동;능포동,4831051000,13548,1619,3221,0.131677971
1892,경상남도,거제시,옥포2동,4831056000,23951,4115,3908,0
1897,경상남도,양산시,동면,4833031000,56182,11500,7637,0.094360963
1899,경상남도;경상남도;경상남도,양산시;양산시;양산시,원동면;상북면;하북면,4833032000,24192,1855,8487,0.03271637
1902,경상남도;경상남도,양산시;양산시,삼성동;강서동,4833052000,27850,3562,5496,0.291030971
1905,경상남도,양산시,평산동,4833056000,28182,4250,7115,0
1906,경상남도,양산시,덕계동,4833057000,20674,3623,3775,0.004212571
1908,경상남도;경상남도;경상남도;경상남도;경상남도;경상남도;경상남도;경상남도;경상남도,의령군;의령군;의령군;의령군;의령군;의령군;의령군;의령군;의령군,가례면;칠곡면;대의면;화정면;용덕면;정곡면;지정면;낙서면;부림면,4872031000,12892,621,6535,0.024291908
1909,경상남도;경상남도;경상남도,의령군;의령군;의령군,봉수면;궁류면;유곡면,4872040000,3090,101,1809,0
1912,경상남도;경상남도;경상남도;경상남도;경상남도;경상남도;경상남도;경상남도,함안군;함안군;함안군;함안군;함안군;함안군;함안군;함안군,함안면;군북면;법수면;대산면;칠서면;칠북면;산인면;여항면,4873031000,23767,1543,10765,0.269437235
1914,경상남도;경상남도;경상남도;경상남도;경상남도;경상남도;경상남도;경상남도;경상남도,창녕군;창녕군;창녕군;창녕군;창녕군;창녕군;창녕군;창녕군;창녕군,고암면;성산면;대합면;이방면;유어면;대지면;계성면;영산면;장마면,4874031000,21641,1449,10103,0.201011619
1917,경상남도;경상남도;경상남도;경상남도;경상남도;경상남도;경상남도;경상남도;경상남도,고성군;고성군;고성군;고성군;고성군;고성군;고성군;고성군;고성군,삼산면;하일면;하이면;상리면;대가면;영현면;영오면;개천면;구만면,4882031000,13126,727,6701,0.180502572
1918,경상남도;경상남도;경상남도;경상남도,고성군;고성군;고성군;고성군,회화면;마암면;동해면;거류면,4882040000,11928,848,5283,0.016409503
1920,경상남도;경상남도;경상남도;경상남도;경상남도;경상남도;경상남도;경상남도;경상남도,남해군;남해군;남해군;남해군;남해군;남해군;남해군;남해군;남해군,이동면;상주면;삼동면;미조면;남면;서면;고현면;설천면;창선면,4884031000,27395,1792,13810,0.137345917
1922,경상남도;경상남도;경상남도;경상남도;경상남도;경상남도;경상남도;경상남도;경상남도,하동군;하동군;하동군;하동군;하동군;하동군;하동군;하동군;하동군,화개면;악양면;적량면;횡천면;고전면;금남면;진교면;양보면;북천면,4885031000,23378,1640,10659,0.020601205
1923,경상남도;경상남도;경상남도,하동군;하동군;하동군,청암면;옥종면;금성면,4885042000,7989,621,3409,0.115620358
1925,경상남도;경상남도;경상남도;경상남도;경상남도;경상남도;경상남도;경상남도;경상남도,산청군;산청군;산청군;산청군;산청군;산청군;산청군;산청군;산청군,차황면;오부면;생초면;금서면;삼장면;시천면;단성면;신안면;생비량면,4886031000,24716,1758,11065,0.16546001
1926,경상남도,산청군,신등면,4886040000,1922,81,1028,0
1930,경상남도,함양군,병곡면,4887040000,1224,59,597,0.222026961
1935,경상남도;경상남도;경상남도;경상남도;경상남도;경상남도;경상남도,합천군;합천군;합천군;합천군;합천군;합천군;합천군,적중면;대양면;쌍백면;삼가면;가회면;대병면;용주면,4889040000,12989,702,6820,0.260949714
1938,제주특별자치도,제주시,구좌읍,5011025600,15122,1769,4431,0.001776037
1954,제주특별자치도,서귀포시,성산읍,5013025900,14880,1665,4447,0.194471956
1960,강원특별자치도,춘천시,신북읍,5111025000,7020,520,2652,0.012670495
1961,강원특별자치도;강원특별자치도;강원특별자치도;강원특별자치도;강원특별자치도;강원특별자치도,춘천시;춘천시;춘천시;춘천시;춘천시;춘천시,동면;동산면;신동면;남면;서면;사북면,5111031000,29652,4473,8469,0.014709424
1962,강원특별자치도;강원특별자치도,춘천시;춘천시,북산면;동내면,5111039000,20967,3256,4222,0.000142931
1963,강원특별자치도,춘천시,남산면,5111040000,3232,170,1448,0.030323636
1967,강원특별자치도,춘천시,석사동,5111065000,32930,5187,6125,0.285746128
1972,강원특별자치도,원주시,문막읍,5113025000,17178,2157,4347,0.260765431
1973,강원특별자치도,원주시,지정면,5113033000,32878,8388,3080,0.292804406
1986,강원특별자치도,강릉시,주문진읍,5115025000,15485,1331,5944,0.280722727
1987,강원특별자치도;강원특별자치도;강원특별자치도;강원특별자치도;강원특별자치도;강원특별자치도;강원특별자치도,강릉시;강릉시;강릉시;강릉시;강릉시;강릉시;강릉시,성산면;왕산면;구정면;강동면;옥계면;사천면;연곡면,5115031000,27669,2102,10840,0.129745551
1992,강원특별자치도,강릉시,내곡동,5115060000,18159,2953,3392,0.246719057
1993,강원특별자치도,강릉시,강남동,5115061500,16069,1706,5176,0.258780994
2000,강원특별자치도;강원특별자치도;강원특별자치도;강원특별자치도,태백시;태백시;태백시;태백시,황지동;황연동;삼수동;상장동,5119051500,27526,4086,7469,0.154816693
2001,강원특별자치도;강원특별자치도,태백시;태백시,문곡소도동;장성동,5119059500,6352,526,2523,0.018293096
2002,강원특별자치도;강원특별자치도,태백시;태백시,구문소동;철암동,5119060500,3837,272,1887,0.026657975
2009,강원특별자치도;강원특별자치도;강원특별자치도;강원특별자치도;강원특별자치도;강원특별자치도,삼척시;삼척시;삼척시;삼척시;삼척시;삼척시,근덕면;하장면;노곡면;미로면;가곡면;신기면,5123031000,9506,337,4661,0.151123065
2011,강원특별자치도,홍천군,홍천읍,5172025000,33616,5247,7791,0.17846294
2013,강원특별자치도;강원특별자치도;강원특별자치도;강원특별자치도;강원특별자치도;강원특별자치도;강원특별자치도;강원특별자치도,홍천군;홍천군;홍천군;홍천군;홍천군;홍천군;홍천군;홍천군,화촌면;두촌면;내촌면;서석면;영귀미면;남면;서면;북방면,5172031000,29964,1852,13722,0.007261611
2014,강원특별자치도,홍천군,내면,5172039000,2905,196,1254,0
2017,강원특별자치도;강원특별자치도,영월군;영월군,영월읍;상동읍,5175025000,20707,2836,5926,0.087218603
2021,강원특별자치도,평창군,대관령면,5176038000,5827,538,1703,0.038149656
2031,강원특별자치도;강원특별자치도,인제군;인제군,인제읍;인제읍귀둔출장소,5181025000,10400,1784,2319,0.220326518
2036,강원특별자치도;강원특별자치도;강원특별자치도;강원특별자치도;강원특별자치도,양양군;양양군;양양군;양양군;양양군,서면;손양면;현북면;현남면;강현면,5183031000,15020,968,6384,0.02998176
2056,전북특별자치도,전주시 덕진구,우아2동,5211361200,13620,1546,2831,0.164712501
2075,전북특별자치도;전북특별자치도;전북특별자치도;전북특별자치도;전북특별자치도;전북특별자치도;전북특별자치도;전북특별자치도;전북특별자치도,익산시;익산시;익산시;익산시;익산시;익산시;익산시;익산시;익산시,오산면;황등면;함라면;웅포면;성당면;용안면;낭산면;망성면;여산면,5214031000,29095,2255,12697,0.230294292
2091,전북특별자치도;전북특별자치도,정읍시;정읍시,내장상동;시기동,5218053500,23609,4205,5485,0.056624093
2094,전북특별자치도;전북특별자치도;전북특별자치도;전북특별자치도;전북특별자치도;전북특별자치도;전북특별자치도;전북특별자치도;전북특별자치도,남원시;남원시;남원시;남원시;남원시;남원시;남원시;남원시;남원시,주천면;수지면;송동면;주생면;금지면;대강면;대산면;사매면;덕과면,5219031000,14287,946,7097,0.194564797
2095,전북특별자치도;전북특별자치도;전북특별자치도;전북특별자치도;전북특별자치도;전북특별자치도,남원시;남원시;남원시;남원시;남원시;남원시,보절면;산동면;이백면;아영면;산내면;인월면,5219040000,11483,959,5119,0.006938559
2097,전북특별자치도,남원시,도통동,5219059000,16565,3319,2711,0.215025733
2103,전북특별자치도,완주군,삼례읍,5271025000,21977,3688,4621,0.027898839
2105,전북특별자치도,완주군,용진읍,5271025600,10811,1283,2720,0.14290392
2106,전북특별자치도;전북특별자치도;전북특별자치도,완주군;완주군;완주군,상관면;이서면;소양면,5271032000,24851,3532,6319,0.293577752
2108,전북특별자치도;전북특별자치도,완주군;완주군,동상면;경천면,5271040000,1988,101,931,0
2109,전북특별자치도,진안군,진안읍,5272025000,9624,1252,3168,0.243582956
2110,전북특별자치도;전북특별자치도;전북특별자치도;전북특별자치도;전북특별자치도;전북특별자치도;전북특별자치도;전북특별자치도;전북특별자치도,진안군;진안군;진안군;진안군;진안군;진안군;진안군;진안군;진안군,용담면;안천면;동향면;상전면;백운면;성수면;마령면;부귀면;정천면,5272031000,13193,1027,5896,0.128100345
2111,전북특별자치도,진안군,주천면,5272040000,1408,62,733,0
2113,전북특별자치도;전북특별자치도;전북특별자치도;전북특별자치도;전북특별자치도,무주군;무주군;무주군;무주군;무주군,무풍면;설천면;적상면;안성면;부남면,5273031000,13700,962,6266,0.051549636
2114,전북특별자치도,장수군,장수읍,5274025000,6859,1035,2210,0.283082375
2115,전북특별자치도;전북특별자치도;전북특별자치도;전북특별자치도;전북특별자치도;전북특별자치도,장수군;장수군;장수군;장수군;장수군;장수군,산서면;번암면;장계면;천천면;계남면;계북면,5274031000,13641,1144,6105,0.112120026
